,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Breed,Main Color,Days of stay
808,0,13,1,2,1036,2,174
809,7,13,1,3,1036,31,1495
810,7,13,2,2,1779,55,3579
811,0,13,2,2,1249,55,736
812,0,13,2,3,1815,54,126
813,9,13,1,0,1031,52,15
814,7,13,2,3,1393,2,4750
815,0,7,1,3,1036,38,64
816,0,13,2,2,728,55,735
817,0,13,2,3,1780,50,378
818,9,16,1,2,1036,38,1468
819,9,13,2,2,1885,2,735
820,4,15,4,4,276,15,366
821,0,13,2,2,544,15,371
822,0,12,2,2,728,2,2823
823,9,13,2,2,843,15,736
824,9,13,2,2,495,41,372
825,9,16,1,3,1036,21,367
826,0,13,1,3,1521,52,1830
827,0,12,2,2,1393,2,58
828,9,13,4,0,1949,55,366
829,7,13,2,1,1142,55,1097
830,0,13,2,2,2236,55,266
831,9,13,2,0,1393,2,184
832,0,13,2,2,1393,15,3782
833,7,13,1,2,1036,55,2924
834,7,13,2,3,728,2,3436
835,7,13,2,1,1780,7,1831
836,7,13,2,3,1878,15,64
837,4,18,1,1,1036,18,45
838,9,13,2,0,700,41,731
839,7,13,2,0,728,15,3653
840,0,13,2,3,728,2,1471
841,7,13,2,3,1541,2,1183
842,0,13,2,3,1142,15,1465
843,0,13,2,2,1393,23,388
844,0,13,1,3,1025,2,250
845,9,13,1,4,1036,7,15
846,0,13,2,2,647,55,67
847,7,13,2,3,1780,50,1389
848,9,13,1,4,1036,52,16
849,0,13,1,3,1036,55,368
850,0,13,2,3,327,41,218
851,0,13,2,3,1357,55,551
852,9,13,1,2,1025,38,1097
853,0,13,1,2,1036,2,66
854,4,18,4,4,1944,30,730
855,9,13,2,2,2009,54,371
856,0,13,1,2,1036,2,371
857,0,7,1,3,1036,12,246
858,0,13,2,3,565,27,66
859,0,13,1,3,1025,18,183
860,4,18,1,1,1036,55,49
861,9,13,2,2,2292,2,126
862,4,15,4,4,276,15,366
863,0,7,2,3,1142,45,3187
864,9,13,1,1,1036,38,17
865,0,7,2,3,647,9,76
866,0,7,1,3,1036,2,452
867,0,13,2,2,728,55,579
868,7,13,2,1,2269,47,305
869,0,13,2,3,926,54,1103
870,0,7,1,3,1036,21,68
871,0,13,2,2,1832,16,1562
872,9,13,2,2,1780,41,1519
873,9,13,2,1,1142,50,371
874,9,13,2,2,1195,2,926
875,0,13,2,2,565,55,216
876,0,13,2,2,97,45,740
877,0,7,2,2,728,54,4213
878,7,13,2,3,1780,7,731
879,0,13,2,2,647,16,189
880,0,13,2,3,1142,50,319
881,7,13,2,3,122,9,2589
882,9,13,4,4,1292,21,366
883,9,13,2,1,1489,55,3
884,9,13,2,1,907,54,65
885,7,13,2,3,278,55,3287
886,9,13,1,4,1036,7,15
887,9,13,1,1,1036,2,31
888,9,13,2,1,1393,23,280
889,0,13,1,3,1036,52,49
890,0,13,1,3,1036,38,196
891,0,13,1,3,1036,18,110
892,0,13,2,3,84,23,192
893,0,13,1,3,2096,10,735
894,0,13,2,2,728,15,2932
895,0,13,2,3,278,55,371
896,9,13,2,0,1393,56,369
897,0,13,1,3,1036,12,144
898,7,13,2,3,2252,41,3088
899,0,13,2,3,728,2,255
900,9,13,2,3,1753,50,924
901,0,13,1,2,1036,18,372
902,4,15,4,4,275,15,365
903,9,13,2,2,2211,2,306
904,9,13,1,0,1036,21,739
905,0,13,2,3,1780,23,952
906,0,13,2,3,747,55,137
907,9,13,1,1,1036,26,27
908,0,13,2,3,1780,55,2283
909,0,13,1,3,1036,7,184
910,2,8,1,1,1036,18,26
911,9,13,1,4,1036,2,15
912,0,13,1,2,1036,18,779
913,0,13,1,1,1031,38,66
914,9,13,1,2,1036,12,753
915,9,13,1,4,1031,51,22
916,9,13,1,1,1036,2,72
917,7,13,2,1,121,2,746
918,9,13,1,0,1036,2,38
919,9,16,1,1,2096,46,154
920,9,13,2,3,353,50,177
921,7,13,2,1,1780,2,17
922,0,13,2,2,2009,2,1136
923,9,13,2,0,1951,55,4020
924,4,18,1,1,1036,18,123
925,9,13,1,2,1036,38,98
926,0,13,1,3,1036,51,86
927,7,13,2,3,1951,54,377
928,0,13,2,3,728,15,142
929,7,13,2,1,1780,15,1018
930,0,13,2,2,1438,55,412
931,0,13,2,2,1249,55,1119
932,0,7,2,3,278,15,214
933,0,7,1,2,1036,38,57
934,9,13,2,3,1780,15,2299
935,9,16,1,0,1036,52,367
936,9,13,2,2,1489,15,2560
937,0,7,1,2,1036,12,82
938,4,15,4,4,1944,2,1096
939,0,13,2,2,122,17,781
940,0,13,2,2,923,15,737
941,0,13,2,3,727,2,1464
942,9,16,1,3,1030,7,215
943,9,13,1,1,1036,26,20
944,7,13,2,4,2322,55,365
945,0,13,1,2,1036,2,150
946,0,13,1,2,1036,12,260
947,0,13,1,3,1031,26,83
948,4,18,1,1,1036,7,45
949,9,13,1,0,1036,52,736
950,7,13,2,3,387,50,3499
951,7,13,2,1,1407,2,4384
952,9,13,2,1,1393,2,67
953,0,13,1,2,1036,55,1206
954,0,13,2,2,1592,1,1828
955,9,13,1,2,1036,7,382
956,7,13,2,3,1854,55,550
957,0,13,2,2,1083,2,60
958,9,16,1,3,1031,38,375
959,0,13,2,2,1393,2,1139
960,0,13,2,3,573,2,261
961,0,13,2,2,1583,54,65
962,7,13,2,3,747,55,4185
963,0,13,1,3,1036,21,411
964,0,7,1,3,1036,52,70
965,7,13,2,0,2322,50,4748
966,0,13,2,2,728,50,3716
967,0,13,1,2,1036,38,92
968,7,13,2,2,580,16,2131
969,4,15,4,4,275,15,28
970,0,13,2,3,122,42,918
971,9,17,1,1,1036,18,126
972,9,16,1,0,1036,21,184
973,9,13,1,1,1036,51,15
974,9,13,2,1,1142,2,49
975,0,13,1,3,1036,7,83
976,0,13,1,2,1036,18,312
977,4,15,1,3,1036,18,2194
978,0,13,1,3,1036,7,1860
979,7,13,2,2,1780,27,194
980,7,13,2,1,728,25,2557
981,9,13,2,3,1393,2,671
982,0,13,1,3,1036,21,730
983,9,13,1,1,1036,38,21
984,7,13,2,3,1393,2,1097
985,9,13,1,0,1036,7,64
986,9,13,2,0,1393,2,20
987,7,13,2,3,1780,55,5844
988,0,13,2,3,728,50,63
989,7,13,2,2,2008,2,4050
990,7,13,2,1,1142,41,3654
991,0,13,2,3,1142,2,392
992,7,13,2,2,2211,55,1096
993,0,7,2,3,1393,2,58
994,7,13,2,2,1780,55,2506
995,0,13,2,3,1003,15,341
996,4,15,4,4,276,15,365
997,9,13,1,1,1036,12,25
998,0,13,2,3,1901,27,734
999,9,13,2,0,1141,2,76
1000,9,13,2,2,728,55,80
1001,0,7,2,3,728,15,59
1002,7,13,2,2,1249,55,857
1003,9,13,1,0,1036,2,2929
1004,9,13,1,2,1036,38,2927
1005,0,13,2,2,1395,55,444
1006,4,18,4,1,1943,2,365
1007,7,13,1,3,1025,2,377
1008,9,13,1,0,1036,21,16
1009,0,13,1,2,1025,55,1831
1010,9,13,2,2,2322,47,861
1011,4,15,4,4,1944,2,731
1012,7,13,2,3,1478,2,738
1013,7,13,2,2,1393,2,734
1014,0,13,2,2,403,13,1037
1015,0,13,1,2,1036,7,4140
1016,7,13,2,1,1780,55,732
1017,0,13,2,3,1393,2,379
1018,0,13,1,2,1030,2,75
1019,9,17,1,4,1036,2,188
1020,7,13,2,2,1780,55,2810
1021,0,7,1,3,1036,18,98
1022,9,13,1,2,1036,2,228
1023,0,13,2,3,2175,23,1111
1024,7,13,2,3,1393,25,2737
1025,0,13,2,2,1544,2,403
1026,0,13,2,3,728,2,86
1027,9,17,1,0,1036,2,1466
1028,7,13,2,2,2100,2,352
1029,0,13,2,3,728,55,734
1030,0,7,1,2,1036,38,79
1031,0,13,2,2,728,50,378
1032,9,13,2,2,175,15,159
1033,7,13,2,1,1780,27,801
1034,4,15,4,4,276,15,1096
1035,0,13,1,1,1555,18,116
1036,9,13,2,0,1900,50,1830
1037,7,13,2,2,1885,50,559
1038,9,13,2,2,1142,2,387
1039,9,13,1,2,1036,38,553
1040,0,7,2,2,728,2,81
1041,0,13,1,2,1036,12,95
1042,9,13,2,1,728,50,309
1043,9,13,1,1,1036,2,35
1044,9,13,1,0,1036,18,15
1045,0,13,1,3,1036,4,743
1046,0,13,2,3,1456,56,168
1047,0,7,1,3,1036,52,168
1048,9,13,2,1,2312,54,306
1049,0,13,1,2,1035,38,126
1050,9,13,2,0,2193,50,736
1051,0,13,2,3,1780,2,1841
1052,9,13,1,1,1031,18,45
1053,7,13,2,3,728,2,2011
1054,0,13,2,3,1142,2,55
1055,7,13,2,2,14,55,1956
1056,9,13,1,3,1036,2,439
1057,0,13,2,2,728,15,372
1058,9,13,2,0,1413,2,370
1059,0,13,1,3,2096,36,5876
1060,9,16,1,3,1036,21,739
1061,7,13,2,2,1393,23,792
1062,7,13,1,3,1036,2,253
1063,0,13,2,3,2023,2,376
1064,0,7,1,3,1036,7,125
1065,0,13,2,2,728,23,735
1066,7,13,2,2,97,50,800
1067,7,13,1,3,1036,52,124
1068,7,13,2,3,495,16,921
1069,0,13,2,3,728,55,370
1070,7,13,2,1,1780,23,124
1071,9,13,2,3,495,55,173
1072,0,13,1,3,1036,7,75
1073,4,18,1,0,1036,52,7
1074,7,13,2,3,1592,55,1401
1075,0,13,2,2,459,29,372
1076,9,13,2,2,1142,15,3938
1077,7,13,2,2,1617,55,731
1078,9,13,2,3,1592,15,2927
1079,0,13,1,0,2096,28,64
1080,0,13,1,3,1036,7,94
1081,9,13,1,1,1036,7,28
1082,7,13,2,3,122,15,3676
1083,9,13,2,3,728,20,375
1084,0,13,2,2,97,54,310
1085,9,13,1,4,1036,52,27
1086,0,13,1,3,1036,2,88
1087,7,13,2,3,796,55,1827
1088,9,17,1,0,1036,31,103
1089,9,13,1,0,1036,51,42
1090,0,13,1,1,1036,26,71
1091,7,13,2,3,741,55,1827
1092,0,7,1,3,1025,12,96
1093,9,13,1,0,1036,2,93
1094,9,13,2,1,1486,50,68
1095,9,13,2,3,1633,2,185
1096,0,13,2,2,205,45,66
1097,7,13,2,3,1780,50,1834
1098,9,17,1,0,1036,18,390
1099,0,13,1,2,1036,18,126
1100,9,16,1,1,1036,7,108
1101,7,13,2,2,1142,2,217
1102,0,7,1,3,1036,55,96
1103,0,13,1,2,1036,18,73
1104,7,13,2,2,923,17,5119
1105,9,13,1,4,1036,2,4
1106,0,13,2,2,699,15,735
1107,9,13,1,1,1036,31,1462
1108,0,13,1,3,1036,21,66
1109,9,13,2,1,1379,55,735
1110,0,7,2,3,728,50,429
1111,0,7,1,3,1036,2,95
1112,7,13,2,2,728,15,733
1113,9,13,1,0,1036,21,25
1114,9,13,2,2,728,23,2202
1115,0,13,1,2,1036,38,376
1116,0,13,1,3,1036,2,386
1117,9,17,1,0,1036,18,369
1118,9,13,2,0,1393,2,50
1119,9,13,1,3,2096,22,2541
1120,9,17,1,4,1036,18,550
1121,7,13,2,2,771,54,2922
1122,9,13,2,0,414,2,248
1123,0,7,2,2,2339,15,63
1124,7,13,2,3,1780,7,585
1125,0,13,2,2,1951,55,312
1126,4,3,2,0,122,15,1098
1127,0,13,2,3,728,2,736
1128,0,7,1,3,2096,36,131
1129,2,9,1,3,1036,18,1603
1130,7,13,2,3,1393,50,4789
1131,9,13,2,3,1560,16,1838
1132,9,13,1,4,1036,18,45
1133,7,13,2,2,889,15,730
1134,9,13,1,3,2096,36,378
1135,0,13,2,2,198,15,311
1136,0,13,2,2,1392,2,323
1137,0,13,1,3,1036,5,744
1138,7,13,2,2,1780,15,3245
1139,0,13,2,2,594,2,370
1140,9,13,2,1,224,2,732
1141,0,7,2,2,2322,23,58
1142,9,13,2,3,109,15,1096
1143,0,13,1,2,1025,7,87
1144,0,13,2,2,1141,15,409
1145,0,13,2,3,374,2,1480
1146,7,13,2,3,278,54,1461
1147,7,13,1,3,2096,36,1703
1148,9,13,1,0,1031,18,366
1149,4,18,4,4,1700,30,366
1150,0,13,2,3,495,55,369
1151,0,13,1,3,1031,21,79
1152,9,13,2,1,1208,56,157
1153,9,13,2,0,923,55,1812
1154,0,13,1,0,1036,51,70
1155,9,13,2,0,728,23,108
1156,9,13,1,0,1036,7,28
1157,0,7,1,3,1036,2,85
1158,0,13,2,2,1633,55,734
1159,7,13,2,0,1489,55,875
1160,0,13,2,2,176,16,387
1161,7,13,2,1,1112,15,418
1162,7,13,2,2,2322,30,1096
1163,7,13,2,2,1901,50,375
1164,4,18,2,3,647,17,5114
1165,7,13,2,3,1142,2,365
1166,0,7,2,3,1780,2,1142
1167,2,13,1,0,1036,51,36
1168,0,13,2,2,43,23,793
1169,7,13,2,1,198,41,522
1170,7,13,2,2,278,54,1828
1171,4,18,1,1,1036,18,730
1172,4,0,2,2,1779,2,1877
1173,0,13,2,2,1142,50,608
1174,4,18,2,2,1142,2,6210
1175,9,13,1,0,1036,18,26
1176,0,13,2,2,1142,15,1480
1177,9,16,1,2,1031,38,366
1178,7,13,2,3,1392,23,4385
1179,9,13,2,3,679,17,555
1180,0,13,1,2,1036,12,745
1181,9,13,1,0,1036,18,19
1182,3,13,0,1,698,55,389
1183,7,13,1,2,1036,12,1149
1184,0,13,1,2,1036,26,2513
1185,9,13,2,0,1392,2,366
1186,7,13,2,2,1142,55,1833
1187,9,16,1,0,1036,18,371
1188,9,13,2,2,1780,7,2236
1189,0,13,1,1,1036,18,62
1190,7,13,2,0,1062,15,1097
1191,0,13,1,3,1036,2,83
1192,4,15,1,3,1036,2,368
1193,0,13,2,3,1751,2,401
1194,0,13,1,2,1031,18,97
1195,9,13,1,1,1035,2,2
1196,0,13,2,3,728,41,375
1197,9,13,1,0,1025,4,55
1198,7,13,2,2,1780,30,737
1199,0,7,1,3,1031,52,102
1200,7,13,2,1,1583,41,124
1201,4,18,0,4,1046,30,731
1202,0,13,2,2,1393,2,1462
1203,0,13,2,2,1780,15,580
1204,0,13,1,3,1036,51,108
1205,0,7,1,2,1031,2,72
1206,7,13,2,2,728,2,742
1207,0,13,2,2,1854,2,180
1208,4,3,2,3,1780,7,789
1209,7,13,2,3,2175,55,1095
1210,0,7,1,1,1025,18,120
1211,0,13,2,2,1393,56,376
1212,9,17,1,4,1031,2,368
1213,9,13,2,3,1780,27,744
1214,0,13,2,3,1298,55,187
1215,7,13,2,1,1392,56,1827
1216,0,13,2,3,1592,20,1465
1217,9,13,2,1,353,25,159
1218,4,18,1,0,1031,21,730
1219,0,13,2,2,1780,27,830
1220,9,13,2,2,1780,16,2900
1221,9,13,1,4,1036,26,23
1222,0,13,2,2,1236,2,250
1223,9,13,1,2,1036,18,95
1224,7,13,1,3,1036,52,303
1225,0,13,2,2,1142,2,60
1226,9,13,1,1,1036,7,15
1227,7,13,2,2,1393,45,249
1228,4,13,4,4,1943,15,31
1229,0,13,2,2,728,2,1138
1230,9,13,1,1,1036,7,54
1231,7,13,2,3,1780,16,5479
1232,9,13,2,3,728,2,736
1233,9,13,2,0,1780,15,1835
1234,0,13,2,3,615,56,372
1235,7,13,2,2,587,50,1464
1236,0,7,2,3,122,55,56
1237,0,13,2,2,1617,30,754
1238,0,13,1,3,1031,18,261
1239,9,13,1,2,1036,26,2202
1240,9,13,1,0,1036,7,41
1241,0,7,1,2,1036,18,98
1242,0,13,1,2,1036,55,1940
1243,0,13,1,2,1031,55,256
1244,0,13,2,3,1393,41,390
1245,9,13,2,0,2074,45,733
1246,9,13,1,0,1036,7,48
1247,9,13,1,1,1036,5,11
1248,4,18,1,2,1036,2,968
1249,0,13,2,2,1142,45,370
1250,0,13,2,3,294,54,461
1251,7,13,2,2,1780,15,1019
1252,7,13,2,2,1725,55,3991
1253,9,16,1,0,1031,2,184
1254,0,13,1,3,2141,46,69
1255,9,13,1,1,1031,7,66
1256,9,16,1,1,1036,18,372
1257,0,13,1,0,1036,21,320
1258,0,7,1,3,1036,18,439
1259,0,13,2,2,1416,15,717
1260,9,13,2,3,1780,55,2059
1261,9,13,1,3,1036,38,254
1262,9,13,1,4,1036,2,7
1263,4,15,4,4,275,15,365
1264,0,13,2,3,1617,30,234
1265,8,13,2,3,728,23,5867
1266,9,13,1,4,1036,55,3
1267,7,13,2,3,556,45,1097
1268,0,7,1,3,1036,18,77
1269,0,13,2,2,1580,2,1291
1270,7,13,2,2,1541,2,3416
1271,4,13,4,4,1701,30,2922
1272,7,13,2,3,1393,23,3653
1273,7,13,2,1,2196,54,679
1274,9,13,2,1,1307,2,735
1275,7,13,1,2,82,36,2762
1276,0,13,1,2,1036,2,260
1277,9,13,4,4,2138,2,366
1278,7,13,2,3,1142,15,126
1279,7,13,1,3,1036,31,1984
1280,9,13,1,1,1036,18,28
1281,9,17,1,0,1036,2,733
1282,9,13,1,2,1036,2,82
1283,0,13,2,3,278,3,869
1284,7,13,2,1,1780,2,735
1285,0,7,2,3,1780,7,94
1286,9,17,1,2,1036,18,734
1287,9,13,1,0,2096,24,3291
1288,0,13,1,3,1036,18,1967
1289,0,13,2,3,1838,16,404
1290,0,13,2,2,1393,2,554
1291,0,13,2,2,2009,2,187
1292,7,13,2,1,1780,27,1645
1293,0,13,2,2,1795,15,596
1294,7,13,2,2,1617,20,2161
1295,0,13,1,1,1036,38,65
1296,9,13,4,2,1941,54,1097
1297,7,13,2,2,1780,55,2556
1298,9,16,1,2,1036,38,731
1299,4,15,4,4,276,15,366
1300,0,13,2,3,1393,15,375
1301,0,7,2,3,2129,2,57
1302,7,13,2,2,1393,56,604
1303,0,13,2,2,1393,56,2975
1304,0,13,1,3,1036,21,746
1305,0,13,2,2,495,16,490
1306,9,13,2,2,1795,15,1183
1307,9,13,2,2,122,54,1119
1308,7,13,2,2,481,16,366
1309,9,13,1,1,1036,26,24
1310,0,13,2,2,844,15,77
1311,0,13,2,2,906,41,2195
1312,0,7,1,3,1036,55,126
1313,9,13,1,4,1036,55,15
1314,0,13,1,3,1031,21,386
1315,7,13,1,2,1036,38,963
1316,9,13,1,3,1036,52,279
1317,0,13,1,1,1036,12,53
1318,9,13,2,0,728,2,40
1319,9,13,2,1,2324,50,1099
1320,4,18,2,4,414,2,61
1321,0,13,2,2,1560,50,739
1322,0,13,2,3,122,55,64
1323,0,13,2,2,278,55,141
1324,0,13,2,2,1249,55,1101
1325,4,18,2,3,1393,2,3299
1326,0,13,2,3,1393,2,90
1327,0,13,2,2,1141,15,1108
1328,9,13,2,2,1633,2,736
1329,9,16,1,4,1036,52,731
1330,7,13,2,3,1540,2,4388
1331,0,13,1,3,1036,52,98
1332,7,13,2,2,727,15,868
1333,9,13,2,2,747,50,644
1334,0,13,2,3,1393,2,782
1335,9,16,1,0,1031,21,124
1336,0,13,2,3,1801,9,550
1337,7,13,2,0,2321,2,550
1338,0,13,2,3,122,55,465
1339,7,13,2,0,1141,55,151
1340,7,13,2,2,198,42,856
1341,9,13,2,2,2073,2,732
1342,0,13,2,2,2074,55,730
1343,9,13,1,4,1036,18,14
1344,0,13,2,3,728,2,76
1345,9,13,2,1,122,42,67
1346,0,13,1,2,1025,2,182
1347,0,13,2,3,575,41,1103
1348,7,13,2,2,2009,2,1293
1349,4,18,1,1,1036,18,3
1350,0,7,2,3,747,15,73
1351,0,13,2,2,1523,55,1858
1352,0,13,2,3,414,2,385
1353,9,13,2,3,1393,15,251
1354,9,16,1,3,1036,18,367
1355,7,13,2,2,2166,55,346
1356,9,13,1,2,1031,55,323
1357,0,13,2,3,728,15,550
1358,0,13,2,2,728,15,101
1359,9,13,1,3,1036,18,97
1360,4,15,4,4,276,15,730
1361,9,13,2,3,728,20,3668
1362,0,13,2,2,728,50,376
1363,9,13,2,3,1592,55,4005
1364,0,7,2,2,728,15,102
1365,0,13,2,3,1142,50,378
1366,9,13,1,0,1036,18,106
1367,7,13,2,1,278,41,1095
1368,0,13,2,3,176,16,372
1369,0,13,2,2,2175,23,740
1370,9,13,1,4,1036,18,5
1371,7,13,2,0,1780,41,1098
1372,9,13,1,1,1031,18,22
1373,0,13,1,3,1036,2,75
1374,0,13,2,3,1846,16,77
1375,0,13,1,0,1031,18,82
1376,9,16,1,3,1036,18,109
1377,0,13,2,2,747,41,371
1378,9,13,1,1,1036,2,14
1379,7,13,2,2,1392,50,5242
1380,9,13,2,2,728,41,554
1381,9,13,1,3,1036,55,375
1382,0,13,2,3,1523,55,100
1383,7,13,2,3,1780,7,1361
1384,7,13,2,2,278,55,578
1385,2,8,1,1,1036,38,36
1386,7,13,2,1,1901,50,176
1387,7,13,2,3,1854,55,584
1388,9,13,1,2,1036,38,70
1389,0,13,1,3,2030,7,547
1390,9,13,2,2,796,50,377
1391,9,13,2,2,1780,55,1414
1392,0,13,1,3,1036,21,2190
1393,9,13,2,0,2074,2,1829
1394,9,13,2,3,1959,55,370
1395,9,13,2,0,1393,54,77
1396,0,13,1,3,1036,18,1844
1397,9,13,1,0,1036,52,2
1398,7,13,2,2,1393,2,742
1399,9,16,1,4,1031,2,731
1400,0,13,1,3,1036,52,74
1401,7,13,2,2,1393,2,737
1402,0,13,2,3,728,15,373
1403,7,13,2,2,1496,25,3557
1404,9,13,1,3,2096,46,1104
1405,9,13,4,0,1128,55,279
1406,4,15,1,1,1036,2,22
1407,9,13,2,2,728,23,2566
1408,0,7,1,2,1036,2,160
1409,0,13,1,3,1036,2,86
1410,0,13,2,3,387,57,782
1411,0,13,2,2,728,15,739
1412,0,13,2,2,1780,56,416
1413,0,13,2,2,278,15,520
1414,4,15,4,4,276,15,366
1415,9,13,1,4,1036,38,15
1416,0,7,2,2,227,23,520
1417,4,11,1,1,1036,2,46
1418,7,13,2,2,1780,16,78
1419,9,13,1,4,1036,18,15
1420,7,13,2,2,1780,55,96
1421,0,7,2,3,2337,30,683
1422,9,13,2,0,728,54,370
1423,0,13,1,2,1036,38,782
1424,9,17,1,1,82,2,369
1425,0,13,1,2,1521,18,740
1426,0,7,2,3,83,15,1148
1427,9,16,1,1,1031,2,550
1428,0,13,1,3,2096,52,758
1429,0,7,2,3,747,2,122
1430,4,18,0,4,698,2,183
1431,0,13,1,2,1036,18,483
1432,7,13,2,1,1780,2,243
1433,7,13,2,3,1473,20,367
1434,7,13,2,3,1335,7,2193
1435,9,13,2,0,1236,55,62
1436,7,13,2,1,278,54,275
1437,0,13,2,2,122,16,77
1438,0,13,1,2,1036,7,84
1439,9,13,2,2,700,15,2560
1440,0,13,2,2,1787,50,1162
1441,0,13,2,2,1117,2,387
1442,7,13,2,2,1142,2,71
1443,9,13,2,3,1610,55,371
1444,0,13,2,3,1393,2,1834
1445,0,7,2,2,413,2,396
1446,0,7,2,2,367,50,785
1447,9,13,1,1,1036,2,6
1448,7,13,2,3,728,55,731
1449,0,13,2,3,1249,55,156
1450,4,15,4,4,1944,2,733
1451,0,13,2,3,60,25,127
1452,7,13,2,2,2101,55,1096
1453,0,13,2,3,122,2,170
1454,0,13,2,2,967,41,734
1455,0,13,1,3,1036,2,368
1456,0,13,2,2,1780,2,76
1457,0,7,2,2,1057,54,3092
1458,9,13,2,3,733,56,372
1459,9,16,1,0,1036,18,366
1460,9,13,4,0,1292,21,549
1461,0,13,2,3,2100,2,369
1462,0,13,2,3,122,2,371
1463,7,13,2,1,1640,2,1096
1464,9,16,1,0,1946,53,124
1465,0,13,1,3,1036,2,377
1466,0,13,1,2,2096,36,745
1467,9,13,2,1,1393,56,91
1468,9,13,1,1,1036,7,43
1469,7,13,2,2,122,15,1104
1470,9,13,2,3,1780,7,732
1471,0,13,2,2,694,2,66
1472,7,13,2,3,1591,1,549
1473,9,13,2,0,1780,55,736
1474,0,13,0,4,1650,54,741
1475,0,13,2,2,1178,45,265
1476,9,16,1,4,1036,38,366
1477,0,13,2,2,1486,15,246
1478,0,13,2,3,923,2,154
1479,0,13,1,3,1036,52,202
1480,9,17,1,1,1036,31,157
1481,7,13,2,2,1061,55,1214
1482,0,13,2,2,1581,2,66
1483,4,18,1,1,1036,37,367
1484,0,7,2,2,1393,25,135
1485,9,13,1,0,1036,18,22
1486,7,13,1,0,1030,26,2196
1487,0,13,2,3,2101,2,369
1488,0,7,2,3,43,55,985
1489,7,13,1,2,1036,2,352
1490,7,13,2,2,60,55,5844
1491,9,13,2,3,1393,56,163
1492,0,7,2,2,1780,55,488
1493,9,13,2,3,1592,55,1101
1494,0,13,1,2,1036,12,97
1495,9,13,1,1,1031,55,31
1496,7,13,0,4,1721,55,366
1497,9,13,1,0,1036,21,749
1498,9,16,1,0,1036,18,93
1499,0,13,2,2,1709,2,1463
1500,9,13,2,1,353,50,66
1501,7,13,2,0,728,55,730
1502,9,13,1,0,1036,19,1826
1503,7,13,2,3,1609,2,352
1504,7,13,2,1,495,15,3986
1505,9,13,1,1,1036,38,22
1506,0,7,2,2,889,41,57
1507,7,13,2,0,1249,55,273
1508,0,13,2,3,1780,7,737
1509,0,7,1,2,1036,12,77
1510,0,13,1,3,1036,21,394
1511,0,13,2,2,1617,2,1100
1512,9,13,2,1,1583,2,166
1513,0,13,2,3,1780,7,695
1514,9,13,2,1,1735,55,1826
1515,9,13,2,3,1340,55,370
1516,7,13,2,0,1142,2,3319
1517,9,16,1,3,1036,21,735
1518,9,13,2,3,96,50,373
1519,0,13,2,2,1413,2,406
1520,0,13,2,3,1393,2,96
1521,0,13,1,3,1036,38,66
1522,9,13,1,2,1036,38,2213
1523,0,13,2,2,647,9,329
1524,9,13,2,3,495,55,734
1525,9,13,4,4,1941,55,373
1526,9,13,2,1,1340,45,61
1527,0,13,2,2,905,41,1830
1528,0,13,1,2,1036,12,970
1529,0,13,2,3,1780,55,379
1530,0,13,2,2,527,16,320
1531,9,13,2,3,335,2,188
1532,9,13,1,0,1036,18,36
1533,0,13,2,2,1780,7,1496
1534,7,13,2,3,1592,55,368
1535,0,13,2,3,353,50,66
1536,2,9,1,4,1036,18,4
1537,7,13,2,3,1780,2,1097
1538,0,13,2,3,728,50,1102
1539,9,13,2,0,1249,55,65
1540,0,13,1,3,1031,51,60
1541,9,17,1,4,1036,51,369
1542,7,13,2,1,2074,2,2926
1543,0,13,1,2,1036,38,1060
1544,9,13,1,2,1036,18,1210
1545,9,13,2,1,1142,15,96
1546,9,13,1,3,1036,55,410
1547,0,13,2,3,2171,55,82
1548,9,13,2,1,728,56,735
1549,0,13,2,2,728,50,369
1550,7,13,2,1,1780,55,306
1551,0,13,2,3,1393,23,1520
1552,4,3,2,0,1780,55,741
1553,4,18,2,0,728,23,518
1554,7,13,2,2,587,55,582
1555,0,13,2,2,728,55,385
1556,0,13,2,3,747,15,1470
1557,0,13,1,3,1036,18,157
1558,9,13,1,4,1036,38,12
1559,0,7,2,3,1142,54,2466
1560,0,13,2,2,278,2,369
1561,0,13,2,2,374,2,368
1562,9,13,2,1,495,55,1
1563,0,13,2,2,728,50,2558
1564,0,13,1,3,1036,21,828
1565,0,13,1,2,1036,18,1108
1566,9,16,1,4,1036,2,184
1567,9,13,1,0,1036,2,1828
1568,9,17,1,4,1036,38,127
1569,0,7,1,2,1036,18,62
1570,0,7,1,2,1036,18,65
1571,9,17,1,3,1036,18,454
1572,4,15,4,4,276,15,367
1573,0,7,2,2,387,7,264
1574,9,13,2,0,728,2,4
1575,0,13,1,3,1036,52,88
1576,0,13,2,3,1523,55,369
1577,9,13,1,1,1036,2,31
1578,0,7,2,3,414,2,553
1579,0,7,1,3,1036,21,148
1580,9,13,2,3,728,55,1832
1581,0,13,2,3,752,15,741
1582,7,13,2,2,727,50,1743
1583,9,13,2,0,1780,23,735
1584,4,11,4,4,1943,30,730
1585,9,13,2,3,1780,55,1778
1586,0,13,2,2,1142,2,1099
1587,4,18,2,3,1393,50,4867
1588,0,13,2,2,694,15,68
1589,9,13,1,4,1036,38,7
1590,9,13,2,2,495,55,4387
1591,9,13,1,0,1036,51,22
1592,7,13,2,0,1780,7,733
1593,9,13,2,1,1393,2,1839
